period,pca_x,pca_y
2007-2011,6.608953005556307,-1.0270486194763135
2007-2011,7.2603902045995055,0.7378243455811542
2007-2011,5.894219630972305,-0.9536456265074293
2007-2011,5.4743090992903625,-3.1803289946254436
2007-2011,7.678104436811559,-1.038764135361191
2007-2011,6.770794824085941,0.7965347601584131
2007-2011,4.274888927618327,1.1526899569785771
2007-2011,6.911133957209959,-2.3907475894251333
2007-2011,7.058184160145688,-1.4869165036442604
2007-2011,7.292527902199746,-3.1326243847764026
2007-2011,1.8856969562669477,-5.720164930353113
2007-2011,-5.4907362960407395,0.7064842016762988
2007-2011,7.746787490375583,-1.223029471076329
2007-2011,1.952099125861872,-2.6152641785497215
2007-2011,3.9133087714310912,-3.5332317171070797
2007-2011,4.572865525854088,2.0903372203860613
2007-2011,6.434566842356029,0.2967812239971641
2007-2011,3.4193273910166466,2.1905748068008375
2007-2011,-4.825927331027438,-5.972769805527399
2007-2011,0.025992968502144866,2.0187288773581034
2007-2011,-4.672039459289424,-6.409563387105136
2007-2011,-2.469988465900756,-5.078907129284406
2007-2011,-2.223642724991236,-5.2506984833841575
2007-2011,3.6410665334445795,-2.4279975142686654
2007-2011,2.3374988652131123,-2.816238867287077
2007-2011,2.256022517475456,-2.1914972466259175
2007-2011,6.4613388527818385,0.14801622004344483
2007-2011,5.232096744906945,-0.6364527589557553
2007-2011,3.5345768357136045,0.4480190629337344
2007-2011,0.9109735001250552,-2.9622985941525073
2007-2011,6.758531895729613,-4.167798093275664
2007-2011,7.348301539414164,-2.71160205840842
2007-2011,5.684318113604801,0.7875123539297797
2007-2011,5.019710427900871,-1.6744867622504285
2007-2011,6.255841063396836,3.065007436072956
2007-2011,-2.4543472226827614,-4.383048316496818
2007-2011,6.750987639392381,-3.9071716739397058
2007-2011,4.884524427891959,-1.002283232252782
2007-2011,-1.777144421864617,-3.5047264678975223
2007-2011,6.957497193703482,-0.5743140103174096
2007-2011,4.280233119976213,0.6799012085999572
2007-2011,5.380456240202543,-0.06613540747427535
2007-2011,7.252790627536763,2.623752769390899
2007-2011,5.721259291886276,-3.54834147759395
2007-2011,4.965410813177588,-1.0097840239067966
